"Libellé","région","secteur","trimestre","nombre de salariés","date","part de salariés","part d’hommes","part de femmes","pop france métropolitaine","prop pop","pour 100000 habitants","pop région","estimation avec salariés et non salariés","pour 100000 habitants avec non salariés"
"Autres activités de services","Bretagne","Tertiaire","2004-T3",49825,2004.5,78.9764741872223,38.3046311225266,61.6953688774734,60505421,5.06913622377491,1624.4975398803408,3067102.2132585114,63088.40767173834,2056.9385460653675
"Commerce, réparation d'automobiles et de motocycles","Bretagne","Tertiaire","2004-T3",142271,2004.5,86.4632088486895,53.0752949025437,46.9247050974563,60505421,5.06913622377491,4638.612935199518,3067102.2132585114,164545.13069133722,5364.840140639568
"Construction","Bretagne","Construction","2004-T3",68885,2004.5,76.1828913971963,88.349732295478,11.6502088424899,60505421,5.06913622377491,2245.9310192605576,3067102.2132585114,90420.56390437174,2948.0779451529356
"Fabrication d'autres produits industriels","Bretagne","Industrie","2004-T3",66356,2004.5,91.9752138798998,70.5466278308938,29.4533721691062,60505421,5.06913622377491,2163.4753388118393,3067102.2132585114,72145.52399589625,2352.237355638967
"Fabrication d'équipements électriques, électroniques, informatiques et fabrication de machines","Bretagne","Industrie","2004-T3",20634,2004.5,97.5275216469567,74.0080713136318,25.9919286863682,60505421,5.06913622377491,672.7522777298735,3067102.2132585114,21157.104837231218,689.8076218579542
"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac","Bretagne","Industrie","2004-T3",72298,2004.5,90.1449880537656,58.2836485601378,41.7163514398622,60505421,5.06913622377491,2357.208693191548,3067102.2132585114,80201.90757236438,2614.908209634047
"Fabrication de matériels de transport","Bretagne","Industrie","2004-T3",19716,2004.5,98.88354186718,79.6381737247353,20.3618262752647,60505421,5.06913622377491,642.8217460367446,3067102.2132585114,19938.60619038349,650.0796127430187
"Hébergement et restauration","Bretagne","Tertiaire","2004-T3",37546,2004.5,83.2542911480777,51.8510871155374,48.1489128844626,60505421,5.06913622377491,1224.1522254359713,3067102.2132585114,45097.975710609266,1470.3773325733691
"Industries extractives, énergie, eau, gestion des déchets et dépollution","Bretagne","Industrie","2004-T3",13716,2004.5,97.4136361028159,75.1400209064623,24.8599790935377,60505421,5.06913622377491,447.1973558855746,3067102.2132585114,14080.16428575087,459.0705919380497
"Information et communication","Bretagne","Tertiaire","2004-T3",20028,2004.5,88.5420667058806,67.6455575594651,32.3544424405349,60505421,5.06913622377491,652.9942143246054,3067102.2132585114,22619.75662543443,737.4960158697496
"Transports et entreposage","Bretagne","Tertiaire","2004-T3",58428,2004.5,93.7115299333192,73.2478106080033,26.752262450877,60505421,5.06913622377491,1904.9903112920933,3067102.2132585114,62348.784660302386,2032.8238293063796
"Activités financières et d'assurance","Bretagne","Tertiaire","2004-T4",28272,2004.75,93.6750606278241,42.9260023853922,57.0739976146078,60505421,5.06913622377491,921.782126392313,3067102.2132585114,30180.925222270344,984.0208484674502
"Activités immobilières","Bretagne","Tertiaire","2004-T4",6920,2004.75,80.9033327097309,45.3980810861373,54.6019189138627,60505421,5.06913622377491,225.6201299743494,3067102.2132585114,8553.417724864226,278.8761876891287
"Activités scientifiques et techniques, services administratifs et de soutien","Bretagne","Tertiaire","2004-T4",103620,2004.75,85.245855562656,55.0917902567076,44.9082406298637,60505421,5.06913622377491,3378.4332179107055,3067102.2132585114,121554.29647115094,3963.1641862372358
"Autres activités de services","Bretagne","Tertiaire","2004-T4",50263,2004.75,78.9764741872223,38.3046311225266,61.6953688774734,60505421,5.06913622377491,1638.778120361376,3067102.2132585114,63643.00320731729,2075.020614970067
"Commerce, réparation d'automobiles et de motocycles","Bretagne","Tertiaire","2004-T4",142596,2004.75,86.4632088486895,53.0752949025437,46.9247050974563,60505421,5.06913622377491,4649.209256332706,3067102.2132585114,164921.0131092206,5377.095435434065
"Construction","Bretagne","Construction","2004-T4",69413,2004.75,76.1828913971963,88.349732295478,11.6502088424899,60505421,5.06913622377491,2263.14596559386,3067102.2132585114,91113.63289967562,2970.67481174277
"Fabrication d'autres produits industriels","Bretagne","Industrie","2004-T4",66469,2004.75,91.9752138798998,70.5466278308938,29.4533721691062,60505421,5.06913622377491,2167.159598159686,3067102.2132585114,72268.38318288063,2356.2430645603486
"Fabrication d'équipements électriques, électroniques, informatiques et fabrication de machines","Bretagne","Industrie","2004-T4",20646,2004.75,97.5275216469567,74.0080713136318,25.9919286863682,60505421,5.06913622377491,673.1435265101759,3067102.2132585114,21169.40905638634,690.2087894193721
"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac","Bretagne","Industrie","2004-T4",72395,2004.75,90.1449880537656,58.2836485601378,41.7163514398622,60505421,5.06913622377491,2360.371287498992,3067102.2132585114,80309.51200173337,2618.416551446193
"Fabrication de matériels de transport","Bretagne","Industrie","2004-T4",19985,2004.75,98.88354186718,79.6381737247353,20.3618262752647,60505421,5.06913622377491,651.592239528522,3067102.2132585114,20210.643371617673,658.9491306892488
"Hébergement et restauration","Bretagne","Tertiaire","2004-T4",38163,2004.75,83.2542911480777,51.8510871155374,48.1489128844626,60505421,5.06913622377491,1244.2689335565167,3067102.2132585114,45839.078651360505,1494.5403010439857
"Industries extractives, énergie, eau, gestion des déchets et dépollution","Bretagne","Industrie","2004-T4",14009,2004.75,97.4136361028159,75.1400209064623,24.8599790935377,60505421,5.06913622377491,456.75034693795675,3067102.2132585114,14380.94353157509,468.8772180271317
"Information et communication","Bretagne","Tertiaire","2004-T4",19972,2004.75,88.5420667058806,67.6455575594651,32.3544424405349,60505421,5.06913622377491,651.1683866831945,3067102.2132585114,22556.50985236551,735.4339139679768
"Transports et entreposage","Bretagne","Tertiaire","2004-T4",57896,2004.75,93.7115299333192,73.2478106080033,26.752262450877,60505421,5.06913622377491,1887.6449486986896,3067102.2132585114,61781.085039584905,2014.314513957728
"Activités financières et d'assurance","Bretagne","Tertiaire","2005-T1",28255,2005,93.6750606278241,42.9260023853922,57.0739976146078,60963264,5.06913622377491,914.3093017800176,3090310.898619529,30162.777382401266,976.0434587948826
"Activités immobilières","Bretagne","Tertiaire","2005-T1",6978,2005,80.9033327097309,45.3980810861373,54.6019189138627,60963264,5.06913622377491,225.80252372397672,3090310.898619529,8625.108220246035,279.10163421094467
"Activités scientifiques et techniques, services administratifs et de soutien","Bretagne","Tertiaire","2005-T1",103309,2005,85.245855562656,55.0917902567076,44.9082406298637,60963264,5.06913622377491,3342.9969795643897,3090310.898619529,121189.46935087949,3921.5947303236053
"Autres activités de services","Bretagne","Tertiaire","2005-T1",50474,2005,78.9764741872223,38.3046311225266,61.6953688774734,60963264,5.06913622377491,1633.2984497626828,3090310.898619529,63910.17137628341,2068.0822568639514
"Commerce, réparation d'automobiles et de motocycles","Bretagne","Tertiaire","2005-T1",142443,2005,86.4632088486895,53.0752949025437,46.9247050974563,60963264,5.06913622377491,4609.342058872802,3090310.898619529,164744.05923249398,5330.986578278797
"Construction","Bretagne","Construction","2005-T1",70133,2005,76.1828913971963,88.349732295478,11.6502088424899,60963264,5.06913622377491,2269.4480361613155,3090310.898619529,92058.72698418093,2978.947102872544
"Fabrication d'autres produits industriels","Bretagne","Industrie","2005-T1",66351,2005,91.9752138798998,70.5466278308938,29.4533721691062,60963264,5.06913622377491,2147.0655276024045,3090310.898619529,72140.08774868454,2334.3957975526087
"Fabrication d'équipements électriques, électroniques, informatiques et fabrication de machines","Bretagne","Industrie","2005-T1",20426,2005,97.5275216469567,74.0080713136318,25.9919286863682,60963264,5.06913622377491,660.9690956700987,3090310.898619529,20943.831705209115,677.7257173239406
"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac","Bretagne","Industrie","2005-T1",72155,2005,90.1449880537656,58.2836485601378,41.7163514398622,60963264,5.06913622377491,2334.8783461312037,3090310.898619529,80043.27423834617,2590.136619396523
"Fabrication de matériels de transport","Bretagne","Industrie","2005-T1",20323,2005,98.88354186718,79.6381737247353,20.3618262752647,60963264,5.06913622377491,657.6360976844911,3090310.898619529,20552.459606774377,665.0612278510669
"Hébergement et restauration","Bretagne","Tertiaire","2005-T1",38348,2005,83.2542911480777,51.8510871155374,48.1489128844626,60963264,5.06913622377491,1240.9107451658153,3090310.898619529,46061.28941965706,1490.5066490311078
"Industries extractives, énergie, eau, gestion des déchets et dépollution","Bretagne","Industrie","2005-T1",13971,2005,97.4136361028159,75.1400209064623,24.8599790935377,60963264,5.06913622377491,452.0904355041099,3090310.898619529,14341.934619147376,464.09358442071493
"Information et communication","Bretagne","Tertiaire","2005-T1",20395,2005,88.5420667058806,67.6455575594651,32.3544424405349,60963264,5.06913622377491,659.9659603540421,3090310.898619529,23034.248870368247,745.3699522807839
"Transports et entreposage","Bretagne","Tertiaire","2005-T1",58195,2005,93.7115299333192,73.2478106080033,26.752262450877,60963264,5.06913622377491,1883.1438618682753,3090310.898619529,62100.14930010094,2009.5113837200543
"Activités financières et d'assurance","Bretagne","Tertiaire","2005-T2",28923,2005.25,93.6750606278241,42.9260023853922,57.0739976146078,60963264,5.06913622377491,935.9252498808511,3090310.898619529,30875.880737256834,999.1189155450146
"Activités immobilières","Bretagne","Tertiaire","2005-T2",7079,2005.25,80.9033327097309,45.3980810861373,54.6019189138627,60963264,5.06913622377491,229.07080330209678,3090310.898619529,8749.94856565229,283.14136838338743
"Activités scientifiques et techniques, services administratifs et de soutien","Bretagne","Tertiaire","2005-T2",102816,2005.25,85.245855562656,55.0917902567076,44.9082406298637,60963264,5.06913622377491,3327.0438921187147,3090310.898619529,120611.14211520803,3902.8805214739455
"Autres activités de services","Bretagne","Tertiaire","2005-T2",50893,2005.25,78.9764741872223,38.3046311225266,61.6953688774734,60963264,5.06913622377491,1646.8569561313195,3090310.898619529,64440.709114656886,2085.2500356337337
"Commerce, réparation d'automobiles et de motocycles","Bretagne","Tertiaire","2005-T2",142050,2005.25,86.4632088486895,53.0752949025437,46.9247050974563,60963264,5.06913622377491,4596.6248918015035,3090310.898619529,164289.53064717655,5316.278395179146
"Construction","Bretagne","Construction","2005-T2",71064,2005.25,76.1828913971963,88.349732295478,11.6502088424899,60963264,5.06913622377491,2299.5744548467587,3090310.898619529,93280.7861406732,3018.491964104408
"Fabrication d'autres produits industriels","Bretagne","Industrie","2005-T2",66160,2005.25,91.9752138798998,70.5466278308938,29.4533721691062,60963264,5.06913622377491,2140.884919687346,3090310.898619529,71932.42310519765,2327.6759350436405
"Fabrication d'équipements électriques, électroniques, informatiques et fabrication de machines","Bretagne","Industrie","2005-T2",20229,2005.25,97.5275216469567,74.0080713136318,25.9919286863682,60963264,5.06913622377491,654.5943325325774,3090310.898619529,20741.837440745872,671.189343765103
"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac","Bretagne","Industrie","2005-T2",72076,2005.25,90.1449880537656,58.2836485601378,41.7163514398622,60963264,5.06913622377491,2332.3219690354467,3090310.898619529,79955.63764123122,2587.30076889507
"Fabrication de matériels de transport","Bretagne","Industrie","2005-T2",20193,2005.25,98.88354186718,79.6381737247353,20.3618262752647,60963264,5.06913622377491,653.429401197802,3090310.898619529,20420.9918240218,660.8070350832355
"Hébergement et restauration","Bretagne","Tertiaire","2005-T2",38269,2005.25,83.2542911480777,51.8510871155374,48.1489128844626,60963264,5.06913622377491,1238.3543680700582,3090310.898619529,45966.39941589799,1487.4360840662218
"Industries extractives, énergie, eau, gestion des déchets et dépollution","Bretagne","Industrie","2005-T2",13968,2005.25,97.4136361028159,75.1400209064623,24.8599790935377,60963264,5.06913622377491,451.9933578928786,3090310.898619529,14338.85496816624,463.9939293671567
"Information et communication","Bretagne","Tertiaire","2005-T2",20582,2005.25,88.5420667058806,67.6455575594651,32.3544424405349,60963264,5.06913622377491,666.0171314541257,3090310.898619529,23245.44791615196,752.2041852337873
"Transports et entreposage","Bretagne","Tertiaire","2005-T2",57646,2005.25,93.7115299333192,73.2478106080033,26.752262450877,60963264,5.06913622377491,1865.3786590129496,3090310.898619529,61514.308902029705,1990.55405491754
"Activités financières et d'assurance","Bretagne","Tertiaire","2005-T3",28795,2005.5,93.6750606278241,42.9260023853922,57.0739976146078,60963264,5.06913622377491,931.7832718016494,3090310.898619529,30739.238178242595,994.6972711378037
"Activités immobilières","Bretagne","Tertiaire","2005-T3",7115,2005.5,80.9033327097309,45.3980810861373,54.6019189138627,60963264,5.06913622377491,230.23573463687222,3090310.898619529,8794.446114509967,284.581273632971
"Activités scientifiques et techniques, services administratifs et de soutien","Bretagne","Tertiaire","2005-T3",104693,2005.5,85.245855562656,55.0917902567076,44.9082406298637,60963264,5.06913622377491,3387.7821175457575,3090310.898619529,122813.00868996531,3974.131170583097
"Autres activités de services","Bretagne","Tertiaire","2005-T3",51413,2005.5,78.9764741872223,38.3046311225266,61.6953688774734,60963264,5.06913622377491,1663.6837420780762,3090310.898619529,65099.13303817528,2106.556109524633
"Commerce, réparation d'automobiles et de motocycles","Bretagne","Tertiaire","2005-T3",145200,2005.5,86.4632088486895,53.0752949025437,46.9247050974563,60963264,5.06913622377491,4698.556383594357,3090310.898619529,167932.69869743072,5434.168412390089
"Construction","Bretagne","Construction","2005-T3",72097,2005.5,76.1828913971963,88.349732295478,11.6502088424899,60963264,5.06913622377491,2333.0015123140656,3090310.898619529,94636.73362580372,3062.3693450415894
"Fabrication d'autres produits industriels","Bretagne","Industrie","2005-T3",66155,2005.5,91.9752138798998,70.5466278308938,29.4533721691062,60963264,5.06913622377491,2140.723123668627,3090310.898619529,71926.98685798595,2327.5000224125156
"Fabrication d'équipements électriques, électroniques, informatiques et fabrication de machines","Bretagne","Industrie","2005-T3",20095,2005.5,97.5275216469567,74.0080713136318,25.9919286863682,60963264,5.06913622377491,650.2581992309132,3090310.898619529,20604.440326847016,666.7432825626449
"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac","Bretagne","Industrie","2005-T3",72603,2005.5,90.1449880537656,58.2836485601378,41.7163514398622,60963264,5.06913622377491,2349.3752694084096,3090310.898619529,80540.25139666894,2606.2184045186855
"Fabrication de matériels de transport","Bretagne","Industrie","2005-T3",20016,2005.5,98.88354186718,79.6381737247353,20.3618262752647,60963264,5.06913622377491,647.7018221351559,3090310.898619529,20241.993381350978,655.0147880070341
"Hébergement et restauration","Bretagne","Tertiaire","2005-T3",38822,2005.5,83.2542911480777,51.8510871155374,48.1489128844626,60963264,5.06913622377491,1256.2490077403588,3090310.898619529,46630.629442211495,1508.9300388204254
"Industries extractives, énergie, eau, gestion des déchets et dépollution","Bretagne","Industrie","2005-T3",13913,2005.5,97.4136361028159,75.1400209064623,24.8599790935377,60963264,5.06913622377491,450.21360168697163,3090310.898619529,14282.394700178758,462.16692005192226
"Information et communication","Bretagne","Tertiaire","2005-T3",20914,2005.5,88.5420667058806,67.6455575594651,32.3544424405349,60963264,5.06913622377491,676.760387097055,3090310.898619529,23620.4109279177,764.3376897278898
"Transports et entreposage","Bretagne","Tertiaire","2005-T3",57333,2005.5,93.7115299333192,73.2478106080033,26.752262450877,60963264,5.06913622377491,1855.250228241152,3090310.898619529,61180.30517781058,1979.745960354358
"Activités financières et d'assurance","Bretagne","Tertiaire","2005-T4",28804,2005.75,93.6750606278241,42.9260023853922,57.0739976146078,60963264,5.06913622377491,932.0745046353433,3090310.898619529,30748.84585817328,995.0081680101856
"Activités immobilières","Bretagne","Tertiaire","2005-T4",7220,2005.75,80.9033327097309,45.3980810861373,54.6019189138627,60963264,5.06913622377491,233.63345102996732,3090310.898619529,8924.230632011519,288.7809972775897
"Activités scientifiques et techniques, services administratifs et de soutien","Bretagne","Tertiaire","2005-T4",104987,2005.75,85.245855562656,55.0917902567076,44.9082406298637,60963264,5.06913622377491,3397.295723446424,3090310.898619529,123157.89349176534,3985.2913681526716
"Autres activités de services","Bretagne","Tertiaire","2005-T4",51454,2005.75,78.9764741872223,38.3046311225266,61.6953688774734,60963264,5.06913622377491,1665.0104694315705,3090310.898619529,65151.047232145,2108.2360115044926
"Commerce, réparation d'automobiles et de motocycles","Bretagne","Tertiaire","2005-T4",144374,2005.75,86.4632088486895,53.0752949025437,46.9247050974563,60963264,5.06913622377491,4671.827681302008,3090310.898619529,166977.37907536406,5403.255030099219
"Construction","Bretagne","Construction","2005-T4",73072,2005.75,76.1828913971963,88.349732295478,11.6502088424899,60963264,5.06913622377491,2364.5517359642345,3090310.898619529,95916.54853190464,3103.783136342414
"Fabrication d'autres produits industriels","Bretagne","Industrie","2005-T4",65744,2005.75,91.9752138798998,70.5466278308938,29.4533721691062,60963264,5.06913622377491,2127.4234909299407,3090310.898619529,71480.12733718431,2313.0400041340554
"Fabrication d'équipements électriques, électroniques, informatiques et fabrication de machines","Bretagne","Industrie","2005-T4",19818,2005.75,97.5275216469567,74.0080713136318,25.9919286863682,60963264,5.06913622377491,641.2946997938909,3090310.898619529,20320.417934682966,657.5525441068174
"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac","Bretagne","Industrie","2005-T4",71839,2005.75,90.1449880537656,58.2836485601378,41.7163514398622,60963264,5.06913622377491,2324.652837748175,3090310.898619529,79692.72784988637,2578.793217390712
"Fabrication de matériels de transport","Bretagne","Industrie","2005-T4",19681,2005.75,98.88354186718,79.6381737247353,20.3618262752647,60963264,5.06913622377491,636.8614888809954,3090310.898619529,19903.211018103946,644.0520604899299
"Hébergement et restauration","Bretagne","Tertiaire","2005-T4",38538,2005.75,83.2542911480777,51.8510871155374,48.1489128844626,60963264,5.06913622377491,1247.0589938771302,3090310.898619529,46289.50588439407,1497.8915521112142
"Industries extractives, énergie, eau, gestion des déchets et dépollution","Bretagne","Industrie","2005-T4",13848,2005.75,97.4136361028159,75.1400209064623,24.8599790935377,60963264,5.06913622377491,448.1102534436271,3090310.898619529,14215.668928920826,460.00772722482714
"Information et communication","Bretagne","Tertiaire","2005-T4",21205,2005.75,88.5420667058806,67.6455575594651,32.3544424405349,60963264,5.06913622377491,686.1769153864899,3090310.898619529,23949.068266543694,774.9727795103712
"Transports et entreposage","Bretagne","Tertiaire","2005-T4",57234,2005.75,93.7115299333192,73.2478106080033,26.752262450877,60963264,5.06913622377491,1852.0466670705193,3090310.898619529,61074.66182733872,1976.3274256522654
"Activités financières et d'assurance","Bretagne","Tertiaire","2006-T1",29007,2006,93.6750606278241,42.9260023853922,57.0739976146078,61399733,5.06913622377491,931.9709386672381,3112436.106804077,30965.552416609928,994.8976092687116
"Activités immobilières","Bretagne","Tertiaire","2006-T1",7321,2006,80.9033327097309,45.3980810861373,54.6019189138627,61399733,5.06913622377491,235.21767993873377,3112436.106804077,9049.070977417774,290.73917236841123
"Activités scientifiques et techniques, services administratifs et de soutien","Bretagne","Tertiaire","2006-T1",104646,2006,85.245855562656,55.0917902567076,44.9082406298637,61399733,5.06913622377491,3362.1895007333333,3112436.106804077,122757.8740447796,3944.109046171884
"Autres activités de services","Bretagne","Tertiaire","2006-T1",51411,2006,78.9764741872223,38.3046311225266,61.6953688774734,61399733,5.06913622377491,1651.7929440418307,3112436.106804077,65096.60063846944,2091.4999828000377
"Commerce, réparation d'automobiles et de motocycles","Bretagne","Tertiaire","2006-T1",144965,2006,86.4632088486895,53.0752949025437,46.9247050974563,61399733,5.06913622377491,4657.605651184065,3112436.106804077,167660.9067952689,5386.8063806593955
"Construction","Bretagne","Construction","2006-T1",74189,2006,76.1828913971963,88.349732295478,11.6502088424899,61399733,5.06913622377491,2383.631260343494,3112436.106804077,97382.75699356079,3128.827505267432
"Fabrication d'autres produits industriels","Bretagne","Industrie","2006-T1",65710,2006,91.9752138798998,70.5466278308938,29.4533721691062,61399733,5.06913622377491,2111.207997373883,3112436.106804077,71443.16085614476,2295.409717807968
"Fabrication d'équipements électriques, électroniques, informatiques et fabrication de machines","Bretagne","Industrie","2006-T1",19774,2006,97.5275216469567,74.0080713136318,25.9919286863682,61399733,5.06913622377491,635.3222788018743,3112436.106804077,20275.30246444752,651.4287127091158
"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac","Bretagne","Industrie","2006-T1",72030,2006,90.1449880537656,58.2836485601378,41.7163514398622,61399733,5.06913622377491,2314.2643745372206,3112436.106804077,79904.60873658201,2567.269045681068
"Fabrication de matériels de transport","Bretagne","Industrie","2006-T1",19277,2006,98.88354186718,79.6381737247353,20.3618262752647,61399733,5.06913622377491,619.3540795217826,3112436.106804077,19494.649600934394,626.3469813345649
"Hébergement et restauration","Bretagne","Tertiaire","2006-T1",38434,2006,83.2542911480777,51.8510871155374,48.1489128844626,61399733,5.06913622377491,1234.85265821135,3112436.106804077,46164.58739843276,1483.230042779437
"Industries extractives, énergie, eau, gestion des déchets et dépollution","Bretagne","Industrie","2006-T1",13803,2006,97.4136361028159,75.1400209064623,24.8599790935377,61399733,5.06913622377491,443.4789832255624,3112436.106804077,14169.474164203795,455.2534952678385
"Information et communication","Bretagne","Tertiaire","2006-T1",21261,2006,88.5420667058806,67.6455575594651,32.3544424405349,61399733,5.06913622377491,683.098359947742,3112436.106804077,24012.315039612615,771.4958384886822
"Transports et entreposage","Bretagne","Tertiaire","2006-T1",56555,2006,93.7115299333192,73.2478106080033,26.752262450877,61399733,5.06913622377491,1817.0654130494588,3112436.106804077,60350.09783773878,1938.9987703139611
"Activités financières et d'assurance","Bretagne","Tertiaire","2006-T2",29103,2006.25,93.6750606278241,42.9260023853922,57.0739976146078,61399733,5.06913622377491,935.0553393330104,3112436.106804077,31068.03433587061,998.1902686436831
"Activités immobilières","Bretagne","Tertiaire","2006-T2",7422,2006.25,80.9033327097309,45.3980810861373,54.6019189138627,61399733,5.06913622377491,238.46272647251496,3112436.106804077,9173.91132282403,294.75018949847674
"Activités scientifiques et techniques, services administratifs et de soutien","Bretagne","Tertiaire","2006-T2",107482,2006.25,85.245855562656,55.0917902567076,44.9082406298637,61399733,5.06913622377491,3453.3078370680214,3112436.106804077,126084.72199683696,4050.997921570308
"Autres activités de services","Bretagne","Tertiaire","2006-T2",52241,2006.25,78.9764741872223,38.3046311225266,61.6953688774734,61399733,5.06913622377491,1678.4601581313195,3112436.106804077,66147.54651639303,2125.266005357935
"Commerce, réparation d'automobiles et de motocycles","Bretagne","Tertiaire","2006-T2",145805,2006.25,86.4632088486895,53.0752949025437,46.9247050974563,61399733,5.06913622377491,4684.594157009572,3112436.106804077,168632.41827533668,5418.020241658629
"Construction","Bretagne","Construction","2006-T2",75011,2006.25,76.1828913971963,88.349732295478,11.6502088424899,61399733,5.06913622377491,2410.0414410441686,3112436.106804077,98461.73940670434,3163.4943185326033
"Fabrication d'autres produits industriels","Bretagne","Industrie","2006-T2",65634,2006.25,91.9752138798998,70.5466278308938,29.4533721691062,61399733,5.06913622377491,2108.7661801801464,3112436.106804077,71360.52989852695,2292.7548534257826
"Fabrication d'équipements électriques, électroniques, informatiques et fabrication de machines","Bretagne","Industrie","2006-T2",19701,2006.25,97.5275216469567,74.0080713136318,25.9919286863682,61399733,5.06913622377491,632.9768491289433,3112436.106804077,20200.45179792053,649.0238226500602
"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac","Bretagne","Industrie","2006-T2",71736,2006.25,90.1449880537656,58.2836485601378,41.7163514398622,61399733,5.06913622377491,2304.8183974982935,3112436.106804077,79578.46747643269,2556.7903965150226
"Fabrication de matériels de transport","Bretagne","Industrie","2006-T2",19065,2006.25,98.88354186718,79.6381737247353,20.3618262752647,61399733,5.06913622377491,612.5426947182024,3112436.106804077,19280.255985984033,619.4586916607086
"Hébergement et restauration","Bretagne","Tertiaire","2006-T2",38637,2006.25,83.2542911480777,51.8510871155374,48.1489128844626,61399733,5.06913622377491,1241.3748804525142,3112436.106804077,46408.41867391494,1491.064140158951
"Industries extractives, énergie, eau, gestion des déchets et dépollution","Bretagne","Industrie","2006-T2",13803,2006.25,97.4136361028159,75.1400209064623,24.8599790935377,61399733,5.06913622377491,443.4789832255624,3112436.106804077,14169.474164203795,455.2534952678385
"Information et communication","Bretagne","Tertiaire","2006-T2",21436,2006.25,88.5420667058806,67.6455575594651,32.3544424405349,61399733,5.06913622377491,688.7209653280559,3112436.106804077,24209.96120545299,777.8460464626968
"Transports et entreposage","Bretagne","Tertiaire","2006-T2",56204,2006.25,93.7115299333192,73.2478106080033,26.752262450877,61399733,5.06913622377491,1805.7880731152293,3112436.106804077,59975.54414061127,1926.9646695557578
"Activités financières et d'assurance","Bretagne","Tertiaire","2006-T3",29706,2006.5,93.6750606278241,42.9260023853922,57.0739976146078,61399733,5.06913622377491,954.4292310148921,3112436.106804077,31711.748891226758,1018.8722853427225
"Activités immobilières","Bretagne","Tertiaire","2006-T3",7493,2006.5,80.9033327097309,45.3980810861373,54.6019189138627,61399733,5.06913622377491,240.74389779824233,3112436.106804077,9261.670377515555,297.5698154017901
"Activités scientifiques et techniques, services administratifs et de soutien","Bretagne","Tertiaire","2006-T3",107732,2006.5,85.245855562656,55.0917902567076,44.9082406298637,61399733,5.06913622377491,3461.34013046847,3112436.106804077,126377.9913861227,4060.420424690761
"Autres activités de services","Bretagne","Tertiaire","2006-T3",52958,2006.5,78.9764741872223,38.3046311225266,61.6953688774734,61399733,5.06913622377491,1701.4967756038059,3112436.106804077,67055.41181093665,2154.4349670133706
"Commerce, réparation d'automobiles et de motocycles","Bretagne","Tertiaire","2006-T3",146868,2006.5,86.4632088486895,53.0752949025437,46.9247050974563,61399733,5.06913622377491,4718.747468548279,3112436.106804077,169861.84292213674,5457.5206395659925
"Construction","Bretagne","Construction","2006-T3",76191,2006.5,76.1828913971963,88.349732295478,11.6502088424899,61399733,5.06913622377491,2447.9538658942856,3112436.106804077,100010.64360075469,3213.259330275794
"Fabrication d'autres produits industriels","Bretagne","Industrie","2006-T3",65409,2006.5,91.9752138798998,70.5466278308938,29.4533721691062,61399733,5.06913622377491,2101.5371161197427,3112436.106804077,71115.8987740005,2284.89505755747
"Fabrication d'équipements électriques, électroniques, informatiques et fabrication de machines","Bretagne","Industrie","2006-T3",19690,2006.5,97.5275216469567,74.0080713136318,25.9919286863682,61399733,5.06913622377491,632.6234282193236,3112436.106804077,20189.17293036167,648.66144195623
"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac","Bretagne","Industrie","2006-T3",72568,2006.5,90.1449880537656,58.2836485601378,41.7163514398622,61399733,5.06913622377491,2331.549869934986,3112436.106804077,80501.42505617498,2586.444260821654
"Fabrication de matériels de transport","Bretagne","Industrie","2006-T3",19037,2006.5,98.88354186718,79.6381737247353,20.3618262752647,61399733,5.06913622377491,611.6430778573521,3112436.106804077,19251.9398481604,618.5489175528409
"Hébergement et restauration","Bretagne","Tertiaire","2006-T3",39554,2006.5,83.2542911480777,51.8510871155374,48.1489128844626,61399733,5.06913622377491,1270.8373326453593,3112436.106804077,47509.86340109303,1526.4526490112366
"Industries extractives, énergie, eau, gestion des déchets et dépollution","Bretagne","Industrie","2006-T3",13832,2006.5,97.4136361028159,75.1400209064623,24.8599790935377,61399733,5.06913622377491,444.4107292600144,3112436.106804077,14199.244123688104,456.20997946422824
"Information et communication","Bretagne","Tertiaire","2006-T3",21825,2006.5,88.5420667058806,67.6455575594651,32.3544424405349,61399733,5.06913622377491,701.2192138591538,3112436.106804077,24649.30039694959,791.9616516163628
"Transports et entreposage","Bretagne","Tertiaire","2006-T3",56303,2006.5,93.7115299333192,73.2478106080033,26.752262450877,61399733,5.06913622377491,1808.9688613018068,3112436.106804077,60081.18749108313,1930.3589031029433
"Activités financières et d'assurance","Bretagne","Tertiaire","2006-T4",29548,2006.75,93.6750606278241,42.9260023853922,57.0739976146078,61399733,5.06913622377491,949.3528215858087,3112436.106804077,31543.080732443555,1013.4531167880821
"Activités immobilières","Bretagne","Tertiaire","2006-T4",7706,2006.75,80.9033327097309,45.3980810861373,54.6019189138627,61399733,5.06913622377491,247.58741177542447,3112436.106804077,9524.947541590134,306.02869311173026
