"date","chomage","Libellé","idBank","Dernière mise à jour"
1985.5,10.5,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1985.75,10.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1986,10.2,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1986.25,10.3,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1986.5,10.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1986.75,10.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1987,10.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1987.25,10.3,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1987.5,10.2,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1987.75,10.2,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1988,10.1,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1988.25,10,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1988.5,10.1,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1988.75,9.9,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1989,9.7,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1989.25,9.5,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1989.5,9.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1989.75,9.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1990,9.5,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1990.25,9.7,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1990.5,9.7,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1990.75,9.8,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1991,9.8,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1991.25,9.9,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1991.5,10.2,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1991.75,10.5,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1992,10.9,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1992.25,11.2,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1992.5,11.5,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1992.75,11.8,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1993,12.1,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1993.25,12.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1993.5,12.7,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1993.75,13,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1994,13.2,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1994.25,13.3,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1994.5,13.3,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1994.75,13.1,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1995,13,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1995.25,12.7,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1995.5,12.5,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1995.75,12.7,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1996,13,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1996.25,13.3,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1996.5,13.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1996.75,13.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1997,13.6,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1997.25,13.7,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1997.5,13.8,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1997.75,13.6,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1998,13.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1998.25,13.3,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1998.5,13.2,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1998.75,13.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1999,13.5,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1999.25,13.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1999.5,13.1,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1999.75,12.6,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2000,12.2,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2000.25,11.7,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2000.5,11.3,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2000.75,10.9,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2001,10.6,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2001.25,10.5,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2001.5,10.3,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2001.75,10.1,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2002,10,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2002.25,9.7,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2002.5,9.6,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2002.75,9.6,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2003,9.9,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2003.25,10,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2003.5,9.8,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2003.75,10,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2004,10.1,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2004.25,9.8,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2004.5,10,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2004.75,10,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2005,9.7,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2005.25,9.9,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2005.5,10.1,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2005.75,10.1,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2006,10.3,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2006.25,10.1,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2006.5,10.1,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2006.75,9.5,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2007,9.8,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2007.25,9.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2007.5,9.2,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2007.75,8.6,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2008,8.3,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2008.25,8.3,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2008.5,8.3,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2008.75,8.6,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2009,9.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2009.25,10,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2009.5,10,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2009.75,10.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2010,10.2,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2010.25,10.1,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2010.5,10.1,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2010.75,10.2,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2011,10.3,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2011.25,10.3,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2011.5,10.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2011.75,10.6,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2012,10.6,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2012.25,10.8,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2012.5,10.8,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2012.75,11.2,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2013,11.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2013.25,11.5,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2013.5,11.3,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2013.75,11.2,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2014,11.2,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2014.25,11.3,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2014.5,11.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2014.75,11.6,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2015,11.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2015.25,11.7,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2015.5,11.5,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2015.75,11.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2016,11.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2016.25,11.2,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2016.5,11.1,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2016.75,11.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2017,10.9,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2017.25,10.8,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2017.5,10.8,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2017.75,10.3,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2018,10.7,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2018.25,10.4,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2018.5,10.2,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2018.75,10,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2019,10.1,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2019.25,9.6,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2019.5,9.5,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2019.75,9.3,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2020,9,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2020.25,8.2,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2020.5,10.2,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2020.75,9.1,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2021,9.3,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2021.25,9,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2021.5,8.9,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2021.75,8.3,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2022,8.3,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2022.25,8.2,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
2022.5,8.2,"Provence-Alpes-Côte d'Azur","001515864","13/01/2023 12:00"
1982,7.4,"Corse","001515865","13/01/2023 12:00"
1982.25,7.6,"Corse","001515865","13/01/2023 12:00"
1982.5,7.9,"Corse","001515865","13/01/2023 12:00"
1982.75,8.4,"Corse","001515865","13/01/2023 12:00"
1983,8.9,"Corse","001515865","13/01/2023 12:00"
1983.25,9.1,"Corse","001515865","13/01/2023 12:00"
1983.5,9.2,"Corse","001515865","13/01/2023 12:00"
1983.75,9.4,"Corse","001515865","13/01/2023 12:00"
1984,9.8,"Corse","001515865","13/01/2023 12:00"
1984.25,10.2,"Corse","001515865","13/01/2023 12:00"
1984.5,10.2,"Corse","001515865","13/01/2023 12:00"
1984.75,10,"Corse","001515865","13/01/2023 12:00"
1985,10,"Corse","001515865","13/01/2023 12:00"
1985.25,9.9,"Corse","001515865","13/01/2023 12:00"
1985.5,10.1,"Corse","001515865","13/01/2023 12:00"
1985.75,10.2,"Corse","001515865","13/01/2023 12:00"
1986,10.2,"Corse","001515865","13/01/2023 12:00"
1986.25,10.2,"Corse","001515865","13/01/2023 12:00"
1986.5,10.2,"Corse","001515865","13/01/2023 12:00"
1986.75,10.3,"Corse","001515865","13/01/2023 12:00"
1987,10.4,"Corse","001515865","13/01/2023 12:00"
1987.25,10.2,"Corse","001515865","13/01/2023 12:00"
1987.5,10.1,"Corse","001515865","13/01/2023 12:00"
1987.75,10.1,"Corse","001515865","13/01/2023 12:00"
1988,9.8,"Corse","001515865","13/01/2023 12:00"
1988.25,9.5,"Corse","001515865","13/01/2023 12:00"
1988.5,9.5,"Corse","001515865","13/01/2023 12:00"
1988.75,9.1,"Corse","001515865","13/01/2023 12:00"
1989,9.1,"Corse","001515865","13/01/2023 12:00"
1989.25,9.2,"Corse","001515865","13/01/2023 12:00"
1989.5,8.9,"Corse","001515865","13/01/2023 12:00"
1989.75,8.9,"Corse","001515865","13/01/2023 12:00"
1990,9.4,"Corse","001515865","13/01/2023 12:00"
1990.25,9.5,"Corse","001515865","13/01/2023 12:00"
1990.5,9.5,"Corse","001515865","13/01/2023 12:00"
1990.75,9.9,"Corse","001515865","13/01/2023 12:00"
1991,10.1,"Corse","001515865","13/01/2023 12:00"
1991.25,10.5,"Corse","001515865","13/01/2023 12:00"
1991.5,10.4,"Corse","001515865","13/01/2023 12:00"
1991.75,10.2,"Corse","001515865","13/01/2023 12:00"
1992,10.2,"Corse","001515865","13/01/2023 12:00"
1992.25,10,"Corse","001515865","13/01/2023 12:00"
1992.5,10.1,"Corse","001515865","13/01/2023 12:00"
1992.75,10.5,"Corse","001515865","13/01/2023 12:00"
1993,10.8,"Corse","001515865","13/01/2023 12:00"
1993.25,11.1,"Corse","001515865","13/01/2023 12:00"
1993.5,11.3,"Corse","001515865","13/01/2023 12:00"
1993.75,11.5,"Corse","001515865","13/01/2023 12:00"
1994,11.6,"Corse","001515865","13/01/2023 12:00"
1994.25,11.6,"Corse","001515865","13/01/2023 12:00"
1994.5,11.6,"Corse","001515865","13/01/2023 12:00"
1994.75,11.5,"Corse","001515865","13/01/2023 12:00"
1995,11.4,"Corse","001515865","13/01/2023 12:00"
1995.25,11.2,"Corse","001515865","13/01/2023 12:00"
1995.5,11.2,"Corse","001515865","13/01/2023 12:00"
1995.75,11.6,"Corse","001515865","13/01/2023 12:00"
1996,12.1,"Corse","001515865","13/01/2023 12:00"
1996.25,12.8,"Corse","001515865","13/01/2023 12:00"
1996.5,13.1,"Corse","001515865","13/01/2023 12:00"
1996.75,13,"Corse","001515865","13/01/2023 12:00"
1997,12.9,"Corse","001515865","13/01/2023 12:00"
1997.25,13.2,"Corse","001515865","13/01/2023 12:00"
1997.5,13.5,"Corse","001515865","13/01/2023 12:00"
1997.75,13.1,"Corse","001515865","13/01/2023 12:00"
1998,12.6,"Corse","001515865","13/01/2023 12:00"
1998.25,12.4,"Corse","001515865","13/01/2023 12:00"
1998.5,12.3,"Corse","001515865","13/01/2023 12:00"
1998.75,12.4,"Corse","001515865","13/01/2023 12:00"
1999,12.4,"Corse","001515865","13/01/2023 12:00"
1999.25,12.2,"Corse","001515865","13/01/2023 12:00"
1999.5,12,"Corse","001515865","13/01/2023 12:00"
1999.75,11.7,"Corse","001515865","13/01/2023 12:00"
2000,11.3,"Corse","001515865","13/01/2023 12:00"
2000.25,10.9,"Corse","001515865","13/01/2023 12:00"
2000.5,10.6,"Corse","001515865","13/01/2023 12:00"
2000.75,10.4,"Corse","001515865","13/01/2023 12:00"
2001,10.4,"Corse","001515865","13/01/2023 12:00"
2001.25,10,"Corse","001515865","13/01/2023 12:00"
2001.5,9.7,"Corse","001515865","13/01/2023 12:00"
2001.75,9.6,"Corse","001515865","13/01/2023 12:00"
2002,9.2,"Corse","001515865","13/01/2023 12:00"
2002.25,8.8,"Corse","001515865","13/01/2023 12:00"
2002.5,8.7,"Corse","001515865","13/01/2023 12:00"
2002.75,8.6,"Corse","001515865","13/01/2023 12:00"
2003,8.7,"Corse","001515865","13/01/2023 12:00"
2003.25,8.6,"Corse","001515865","13/01/2023 12:00"
2003.5,8.6,"Corse","001515865","13/01/2023 12:00"
2003.75,8.8,"Corse","001515865","13/01/2023 12:00"
2004,8.9,"Corse","001515865","13/01/2023 12:00"
2004.25,9,"Corse","001515865","13/01/2023 12:00"
2004.5,9.2,"Corse","001515865","13/01/2023 12:00"
2004.75,9.1,"Corse","001515865","13/01/2023 12:00"
2005,8.6,"Corse","001515865","13/01/2023 12:00"
2005.25,9,"Corse","001515865","13/01/2023 12:00"
2005.5,9.1,"Corse","001515865","13/01/2023 12:00"
2005.75,9,"Corse","001515865","13/01/2023 12:00"
2006,9,"Corse","001515865","13/01/2023 12:00"
2006.25,8.9,"Corse","001515865","13/01/2023 12:00"
2006.5,9,"Corse","001515865","13/01/2023 12:00"
2006.75,8.5,"Corse","001515865","13/01/2023 12:00"
2007,8.6,"Corse","001515865","13/01/2023 12:00"
2007.25,8.3,"Corse","001515865","13/01/2023 12:00"
2007.5,8,"Corse","001515865","13/01/2023 12:00"
2007.75,7.7,"Corse","001515865","13/01/2023 12:00"
2008,7.4,"Corse","001515865","13/01/2023 12:00"
2008.25,7.3,"Corse","001515865","13/01/2023 12:00"
2008.5,7.4,"Corse","001515865","13/01/2023 12:00"
2008.75,7.4,"Corse","001515865","13/01/2023 12:00"
2009,7.7,"Corse","001515865","13/01/2023 12:00"
2009.25,8,"Corse","001515865","13/01/2023 12:00"
2009.5,8.2,"Corse","001515865","13/01/2023 12:00"
2009.75,8.5,"Corse","001515865","13/01/2023 12:00"
2010,8.4,"Corse","001515865","13/01/2023 12:00"
2010.25,8.4,"Corse","001515865","13/01/2023 12:00"
2010.5,8.5,"Corse","001515865","13/01/2023 12:00"
2010.75,8.6,"Corse","001515865","13/01/2023 12:00"
2011,8.7,"Corse","001515865","13/01/2023 12:00"
2011.25,8.5,"Corse","001515865","13/01/2023 12:00"
2011.5,8.7,"Corse","001515865","13/01/2023 12:00"
2011.75,8.8,"Corse","001515865","13/01/2023 12:00"
2012,8.8,"Corse","001515865","13/01/2023 12:00"
2012.25,9,"Corse","001515865","13/01/2023 12:00"
2012.5,9,"Corse","001515865","13/01/2023 12:00"
2012.75,9.4,"Corse","001515865","13/01/2023 12:00"
2013,9.6,"Corse","001515865","13/01/2023 12:00"
2013.25,9.7,"Corse","001515865","13/01/2023 12:00"
2013.5,9.8,"Corse","001515865","13/01/2023 12:00"
2013.75,9.8,"Corse","001515865","13/01/2023 12:00"
2014,9.7,"Corse","001515865","13/01/2023 12:00"
2014.25,9.9,"Corse","001515865","13/01/2023 12:00"
2014.5,10.2,"Corse","001515865","13/01/2023 12:00"
2014.75,10.5,"Corse","001515865","13/01/2023 12:00"
2015,10.5,"Corse","001515865","13/01/2023 12:00"
2015.25,10.6,"Corse","001515865","13/01/2023 12:00"
2015.5,10.4,"Corse","001515865","13/01/2023 12:00"
2015.75,10.2,"Corse","001515865","13/01/2023 12:00"
2016,10.2,"Corse","001515865","13/01/2023 12:00"
2016.25,10,"Corse","001515865","13/01/2023 12:00"
2016.5,9.8,"Corse","001515865","13/01/2023 12:00"
2016.75,10,"Corse","001515865","13/01/2023 12:00"
2017,9.6,"Corse","001515865","13/01/2023 12:00"
2017.25,9.5,"Corse","001515865","13/01/2023 12:00"
2017.5,9.6,"Corse","001515865","13/01/2023 12:00"
2017.75,9,"Corse","001515865","13/01/2023 12:00"
2018,9.4,"Corse","001515865","13/01/2023 12:00"
2018.25,8.9,"Corse","001515865","13/01/2023 12:00"
2018.5,8.6,"Corse","001515865","13/01/2023 12:00"
2018.75,8.5,"Corse","001515865","13/01/2023 12:00"
2019,8.7,"Corse","001515865","13/01/2023 12:00"
2019.25,8,"Corse","001515865","13/01/2023 12:00"
2019.5,7.8,"Corse","001515865","13/01/2023 12:00"
2019.75,7.8,"Corse","001515865","13/01/2023 12:00"
2020,7.6,"Corse","001515865","13/01/2023 12:00"
2020.25,7.5,"Corse","001515865","13/01/2023 12:00"
2020.5,9.2,"Corse","001515865","13/01/2023 12:00"
2020.75,7,"Corse","001515865","13/01/2023 12:00"
2021,6.8,"Corse","001515865","13/01/2023 12:00"
2021.25,7.1,"Corse","001515865","13/01/2023 12:00"
2021.5,6.9,"Corse","001515865","13/01/2023 12:00"
2021.75,6.2,"Corse","001515865","13/01/2023 12:00"
2022,6.3,"Corse","001515865","13/01/2023 12:00"
2022.25,6,"Corse","001515865","13/01/2023 12:00"
2022.5,6.1,"Corse","001515865","13/01/2023 12:00"
1982,6.4,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1982.25,6.5,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1982.5,6.7,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1982.75,6.8,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1983,6.8,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1983.25,6.8,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1983.5,7,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1983.75,7.3,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1984,7.8,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1984.25,8.2,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1984.5,8.4,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1984.75,8.6,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1985,8.6,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1985.25,8.4,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1985.5,8.4,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1985.75,8.3,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1986,8.2,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1986.25,8.3,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1986.5,8.4,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1986.75,8.5,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1987,8.7,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1987.25,8.7,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1987.5,8.7,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1987.75,8.7,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1988,8.6,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1988.25,8.4,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1988.5,8.2,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1988.75,7.8,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1989,7.5,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1989.25,7.3,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1989.5,7.1,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1989.75,6.9,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1990,6.8,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1990.25,6.6,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1990.5,6.6,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1990.75,6.6,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1991,6.6,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1991.25,6.8,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1991.5,6.9,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1991.75,7.1,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1992,7.4,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1992.25,7.6,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1992.5,7.9,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1992.75,8.1,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1993,8.2,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1993.25,8.5,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1993.5,8.8,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1993.75,9.1,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1994,9.3,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1994.25,9.3,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1994.5,9.1,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1994.75,8.8,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1995,8.6,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1995.25,8.3,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1995.5,8.2,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1995.75,8.3,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1996,8.5,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1996.25,8.7,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1996.5,8.8,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1996.75,8.9,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1997,9,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1997.25,9,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1997.5,8.9,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1997.75,8.8,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1998,8.5,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1998.25,8.3,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1998.5,8.3,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
1998.75,8.3,"Bourgogne-Franche-Comté","001739980","13/01/2023 12:00"
